HEA-1 D0: 1.45e-08 Q: 95.75
Pd D0: 1.19e-08 Q: 89.87
Rh D0: 1.77e-08 Q: 103.17
Co D0: 1.79e-08 Q: 98.62
Pt D0: 1.18e-08 Q: 91.45
