LAMMPS data file via write_data, version 19 Sep 2019, timestep = 0

112 atoms
5 atom types

0.0000000000000000e+00 1.3077800000000000e+01 xlo xhi
0.0000000000000000e+00 1.3077800000000000e+01 ylo yhi
0.0000000000000000e+00 1.3077800000000000e+01 zlo zhi
8.0075784870091403e-16 8.0075784870091403e-16 8.0075784870091403e-16 xy xz yz

Masses

1 1
2 1
3 1
4 1
5 1

Atoms # atomic

1 2 1.6347331439999997e+00 1.6347331439999997e+00 1.6347331439999997e+00 0 0 0
2 4 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0 0 0
3 2 4.9041994329999996e+00 1.6347331439999997e+00 1.6347331439999997e+00 0 0 0
4 4 3.2694662889999999e+00 0.0000000000000000e+00 0.0000000000000000e+00 0 0 0
5 2 1.6347331439999997e+00 4.9041994329999996e+00 1.6347331439999997e+00 0 0 0
6 4 2.0019045955587338e-16 3.2694662889999999e+00 0.0000000000000000e+00 0 0 0
7 2 4.9041994329999996e+00 4.9041994329999996e+00 1.6347331439999997e+00 0 0 0
8 4 3.2694662889999999e+00 3.2694662889999999e+00 0.0000000000000000e+00 0 0 0
9 2 1.6347331439999997e+00 1.6347331439999997e+00 4.9041994329999996e+00 0 0 0
10 4 2.0019045955587338e-16 2.0019045955587338e-16 3.2694662889999999e+00 0 0 0
11 2 4.9041994329999996e+00 1.6347331439999997e+00 4.9041994329999996e+00 0 0 0
12 4 3.2694662889999999e+00 2.0019045955587338e-16 3.2694662889999999e+00 0 0 0
13 2 1.6347331439999988e+00 4.9041994329999996e+00 4.9041994329999996e+00 0 0 0
14 4 1.3077799999999996e+01 3.2694662889999999e+00 3.2694662889999999e+00 -1 0 0
57 2 1.6347331440000001e+00 1.6347331440000001e+00 8.1736331440000001e+00 0 0 0
58 4 4.0037892435045692e-16 4.0037892435045692e-16 6.5388999999999982e+00 0 0 0
59 2 4.9041994329999996e+00 1.6347331440000001e+00 8.1736331440000001e+00 0 0 0
60 4 3.2694662889999999e+00 4.0037892435045692e-16 6.5388999999999982e+00 0 0 0
61 2 1.6347331440000001e+00 4.9041994329999996e+00 8.1736331440000001e+00 0 0 0
62 4 6.0056938390633027e-16 3.2694662889999999e+00 6.5388999999999982e+00 0 0 0
63 2 4.9041994329999996e+00 4.9041994329999996e+00 8.1736331440000001e+00 0 0 0
64 4 3.2694662889999999e+00 3.2694662889999999e+00 6.5388999999999982e+00 0 0 0
65 2 1.6347331440000001e+00 1.6347331440000001e+00 1.1443099433000000e+01 0 0 0
66 4 6.0056938390633027e-16 6.0056938390633027e-16 9.8083662889999985e+00 0 0 0
67 2 4.9041994329999996e+00 1.6347331440000001e+00 1.1443099433000000e+01 0 0 0
68 4 3.2694662889999999e+00 6.0056938390633027e-16 9.8083662889999985e+00 0 0 0
69 2 1.6347331439999992e+00 4.9041994329999996e+00 1.1443099433000000e+01 0 0 0
70 4 1.3077799999999996e+01 3.2694662889999999e+00 9.8083662889999985e+00 -1 0 0
29 2 1.6347331440000001e+00 8.1736331440000001e+00 1.6347331439999997e+00 0 0 0
30 4 4.0037892435045692e-16 6.5388999999999982e+00 0.0000000000000000e+00 0 0 0
31 2 4.9041994329999996e+00 8.1736331440000001e+00 1.6347331439999997e+00 0 0 0
32 4 3.2694662889999999e+00 6.5388999999999982e+00 0.0000000000000000e+00 0 0 0
33 2 1.6347331440000001e+00 1.1443099433000000e+01 1.6347331439999997e+00 0 0 0
34 4 6.0056938390633027e-16 9.8083662889999985e+00 0.0000000000000000e+00 0 0 0
35 2 4.9041994329999996e+00 1.1443099433000000e+01 1.6347331439999997e+00 0 0 0
36 4 3.2694662889999999e+00 9.8083662889999985e+00 0.0000000000000000e+00 0 0 0
37 2 1.6347331440000001e+00 8.1736331440000001e+00 4.9041994329999996e+00 0 0 0
38 4 6.0056938390633027e-16 6.5388999999999982e+00 3.2694662889999999e+00 0 0 0
39 2 4.9041994329999996e+00 8.1736331440000001e+00 4.9041994329999996e+00 0 0 0
40 4 3.2694662889999999e+00 6.5388999999999982e+00 3.2694662889999999e+00 0 0 0
41 2 1.6347331439999992e+00 1.1443099433000000e+01 4.9041994329999996e+00 0 0 0
42 4 1.3077799999999996e+01 9.8083662889999985e+00 3.2694662889999999e+00 -1 0 0
85 2 1.6347331440000006e+00 8.1736331440000001e+00 8.1736331440000001e+00 0 0 0
86 4 8.0075784870091373e-16 6.5388999999999973e+00 6.5388999999999982e+00 0 0 0
87 2 4.9041994330000005e+00 8.1736331440000001e+00 8.1736331440000001e+00 0 0 0
88 4 3.2694662889999995e+00 6.5388999999999973e+00 6.5388999999999982e+00 0 0 0
89 2 1.6347331440000006e+00 1.1443099433000000e+01 8.1736331440000001e+00 0 0 0
90 4 1.0009483082567871e-15 9.8083662889999985e+00 6.5388999999999982e+00 0 0 0
91 2 4.9041994330000005e+00 1.1443099433000000e+01 8.1736331440000001e+00 0 0 0
92 4 3.2694662889999995e+00 9.8083662889999985e+00 6.5388999999999982e+00 0 0 0
