              6 lmp:    -6.707793 ref:    -6.750093 err:    -0.626658 %
              7 lmp:    -6.620104 ref:    -6.655307 err:    -0.528942 %
              8 lmp:    -6.525715 ref:    -6.539975 err:    -0.218045 %
              9 lmp:    -6.425852 ref:    -6.427049 err:    -0.018615 %
             10 lmp:    -6.321595 ref:    -6.307005 err:     0.231333 %
            pxx lmp:  1425.623325 ref:     1.000000 err: 142462.332518 %
            -10 lmp:    -5.241734 ref:    -5.409949 err:    -3.109363 %
             -9 lmp:    -5.553289 ref:    -5.666249 err:    -1.993555 %
             -8 lmp:    -5.814964 ref:    -5.865671 err:    -0.864469 %
             -7 lmp:    -6.031716 ref:    -6.052551 err:    -0.344244 %
             -6 lmp:    -6.208067 ref:    -6.205698 err:     0.038168 %
             -5 lmp:    -6.348142 ref:    -6.329239 err:     0.298666 %
             -4 lmp:    -6.455700 ref:    -6.430358 err:     0.394100 %
             -3 lmp:    -6.534165 ref:    -6.505978 err:     0.433240 %
             -2 lmp:    -6.585384 ref:    -6.558219 err:     0.414203 %
             -1 lmp:    -6.607075 ref:    -6.588686 err:     0.279097 %
              0 lmp:    -6.615995 ref:    -6.599094 err:     0.256101 %
              1 lmp:    -6.606666 ref:    -6.590504 err:     0.245231 %
              2 lmp:    -6.580441 ref:    -6.555238 err:     0.384478 %
              3 lmp:    -6.538610 ref:    -6.523843 err:     0.226355 %
              4 lmp:    -6.482423 ref:    -6.473611 err:     0.136121 %
              5 lmp:    -6.413090 ref:    -6.422028 err:    -0.139172 %
              6 lmp:    -6.331774 ref:    -6.360342 err:    -0.449145 %
              7 lmp:    -6.239594 ref:    -6.289749 err:    -0.797407 %
              8 lmp:    -6.137620 ref:    -6.222020 err:    -1.356477 %
              9 lmp:    -6.026872 ref:    -6.132245 err:    -1.718343 %
             10 lmp:    -5.908323 ref:    -6.061970 err:    -2.534616 %
    NbMo_void10 lmp:    -6.941047 ref:    -6.966793 err:    -0.369548 %
    NbMo_void01 lmp:    -6.953760 ref:    -7.114783 err:    -2.263219 %
    NbMo_void11 lmp:    -6.682493 ref:    -6.820586 err:    -2.024649 %
     NbW_void10 lmp:    -7.858037 ref:    -7.845035 err:     0.165738 %
     NbW_void01 lmp:    -7.756595 ref:    -7.892162 err:    -1.717750 %
     NbW_void11 lmp:    -7.520435 ref:    -7.634919 err:    -1.499477 %
    NbTa_void10 lmp:    -7.541671 ref:    -7.524043 err:     0.234288 %
    NbTa_void01 lmp:    -7.494950 ref:    -7.507503 err:    -0.167205 %
    NbTa_void11 lmp:    -7.265379 ref:    -7.312372 err:    -0.642642 %
     NbV_void10 lmp:    -6.011345 ref:    -6.065547 err:    -0.893605 %
     NbV_void01 lmp:    -6.172200 ref:    -6.259128 err:    -1.388828 %
     NbV_void11 lmp:    -5.896055 ref:    -5.975664 err:    -1.332224 %
     MoW_void10 lmp:    -7.492749 ref:    -7.595378 err:    -1.351193 %
     MoW_void01 lmp:    -7.377769 ref:    -7.484166 err:    -1.421637 %
     MoW_void11 lmp:    -7.123364 ref:    -7.312375 err:    -2.584812 %
    MoTa_void10 lmp:    -7.142406 ref:    -7.332998 err:    -2.599093 %
    MoTa_void01 lmp:    -7.075719 ref:    -7.172130 err:    -1.344241 %
    MoTa_void11 lmp:    -6.827037 ref:    -7.019347 err:    -2.739704 %
     MoV_void10 lmp:    -5.800655 ref:    -5.913114 err:    -1.901857 %
     MoV_void01 lmp:    -5.939828 ref:    -5.998946 err:    -0.985474 %
     MoV_void11 lmp:    -5.652835 ref:    -5.746281 err:    -1.626191 %
     WTa_void10 lmp:    -7.961302 ref:    -8.113736 err:    -1.878718 %
     WTa_void01 lmp:    -8.006108 ref:    -8.050805 err:    -0.555192 %
     WTa_void11 lmp:    -7.678398 ref:    -7.834451 err:    -1.991889 %
      WV_void10 lmp:    -6.653687 ref:    -6.721087 err:    -1.002812 %
      WV_void01 lmp:    -6.914696 ref:    -6.916133 err:    -0.020790 %
      WV_void11 lmp:    -6.543150 ref:    -6.589410 err:    -0.702034 %
     TaV_void10 lmp:    -6.301710 ref:    -6.300975 err:     0.011672 %
     TaV_void01 lmp:    -6.514423 ref:    -6.508351 err:     0.093290 %
     TaV_void11 lmp:    -6.187484 ref:    -6.208573 err:    -0.339674 %
NbMo_surf100_stacking0 lmp:    -6.700866 ref:    -6.768028 err:    -0.992348 %
NbMo_surf100_stacking1 lmp:    -6.681319 ref:    -6.746764 err:    -0.970021 %
NbMo_surf100_stacking2 lmp:    -6.616241 ref:    -6.676213 err:    -0.898293 %
NbMo_surf100_stacking3 lmp:    -6.515888 ref:    -6.573258 err:    -0.872779 %
NbMo_surf100_stacking4 lmp:    -6.429574 ref:    -6.476744 err:    -0.728292 %
NbMo_surf100_stacking5 lmp:    -6.405586 ref:    -6.434871 err:    -0.455094 %
