0.0233333333 0.0 
0.07 0.0 
0.1166666667 0.0 
0.1633333333 0.0 
0.21 0.0 
0.2566666667 0.0 
0.3033333333 0.0 
0.35 0.0 
0.3966666667 0.0 
0.4433333333 0.0 
0.49 0.0 
0.5366666667 0.0 
0.5833333333 0.0 
0.63 0.0 
0.6766666667 0.0 
0.7233333333 0.0 
0.77 0.0 
0.8166666667 0.0 
0.8633333333 0.0 
0.91 0.0 
0.9566666667 0.0 
1.0033333333 0.0 
1.05 0.0 
1.0966666667 0.0 
1.1433333333 0.0 
1.19 0.0 
1.2366666667 0.0 
1.2833333333 0.0 
1.33 0.0 
1.3766666667 0.0 
1.4233333333 0.0 
1.47 0.0 
1.5166666667 0.0 
1.5633333333 0.0 
1.61 0.0 
1.6566666667 0.0 
1.7033333333 0.0 
1.75 0.0 
1.7966666667 0.0 
1.8433333333 0.0 
1.89 0.0 
1.9366666667 0.0 
1.9833333333 0.0 
2.03 0.0 
2.0766666667 0.0 
2.1233333333 0.0 
2.17 0.0 
2.2166666667 0.0 
2.2633333333 0.0 
2.31 0.0 
2.3566666667 0.0 
2.4033333333 0.0 
2.45 0.0 
2.4966666667 0.0 
2.5433333333 0.0997147106 
2.59 0.7051282794 
2.6366666667 2.4432169117 
2.6833333333 6.3901389989 
2.73 8.5102609282 
2.7766666667 6.3860820695 
2.8233333333 2.9130389121 
2.87 1.0702056116 
2.9166666667 0.2274659406 
2.9633333333 0.0 
3.01 0.4271570159 
3.0566666667 1.4957723069 
3.1033333333 3.2371266792 
3.15 4.7020518338 
3.1966666667 3.6610322927 
3.2433333333 1.7373406897 
3.29 0.6356347473 
3.3366666667 0.1931185555 
3.3833333333 0.0751311887 
3.43 0.0 
3.4766666667 0.0 
3.5233333333 0.0 
3.57 0.0 
3.6166666667 0.0 
3.6633333333 0.0 
3.71 0.0 
3.7566666667 0.0 
3.8033333333 0.0 
3.85 0.0 
3.8966666667 0.0 
3.9433333333 0.0 
3.99 0.0 
4.0366666667 0.0 
4.0833333333 0.0 
4.13 0.0 
4.1766666667 0.0 
4.2233333333 0.0 
4.27 0.0943379953 
4.3166666667 0.4846238265 
4.3633333333 1.4794050655 
4.41 3.0402422596 
4.4566666667 4.3083951464 
4.5033333333 3.7212750458 
4.55 1.9524862227 
4.5966666667 0.8954671289 
4.6433333333 0.1396115619 
4.69 0.0488739528 
4.7366666667 0.0 
4.7833333333 0.0 
4.83 0.0 
4.8766666667 0.0 
4.9233333333 0.0 
4.97 0.0 
5.0166666667 0.0341729994 
5.0633333333 0.3019139064 
5.11 1.3750813178 
5.1566666667 3.1776656372 
5.2033333333 5.3365403129 
5.25 6.0767689013 
5.2966666667 4.2534528009 
5.3433333333 2.6658315004 
5.39 1.5985647682 
5.4366666667 1.7530959747 
5.4833333333 1.8950064244 
5.53 1.4413111632 
5.5766666667 0.5254342937 
5.6233333333 0.1971807794 
5.67 0.0535030015 
5.7166666667 0.0 
5.7633333333 0.0 
5.81 0.0 
5.8566666667 0.0 
5.9033333333 0.0 
5.95 0.0 
5.9966666667 0.0 
6.0433333333 0.0 
6.09 0.0115944463 
6.1366666667 0.0456751051 
6.1833333333 0.1687060293 
6.23 0.5539602533 
6.2766666667 0.9004934169 
6.3233333333 1.0216830929 
6.37 0.7418292576 
6.4166666667 0.3916490885 
6.4633333333 0.1595524317 
6.51 0.035513292 
6.5566666667 0.0100027331 
6.6033333333 0.0 
6.65 0.0291717785 
6.6966666667 0.1054776119 
6.7433333333 0.5815818589 
6.79 1.5436309046 
6.8366666667 2.7646534722 
6.8833333333 3.6530308808 
6.93 3.5144573361 
6.9766666667 3.1760552817 
